id,name,category,subcategory,platform,followers,engagement_rate,avg_likes,avg_comments,keywords,fraud_risk,fraud_risk_label,location,content_type,price_usd,verified,gender,fraud_label
312,Fashion Finds,Fashion,Streetwear,Instagram,35000.0,10.2,3570,145,"streetwear,budget,finds,india,style",0.03,Low,Delhi India,Photos,280.0,True,Male,
313,Goal Scorer,Sports,Football,YouTube,45000.0,8.5,3825,180,"football,goals,skills,india,soccer",0.04,Low,Kolkata India,Reels,350.0,True,Male,
314,Recipe Box,Lifestyle,Food,Instagram,28000.0,12.5,3500,210,"food,recipe,box,easy,cooking",0.02,Low,Mumbai India,Photos,220.0,True,Male,
315,Tech Tips 101,Tech,Smartphones,YouTube,252.0,1.51,23,4,"tech,tips,tricks,android,ios",0.03,Low,India,Tutorials,450.0,True,Male,
316,Yoga Glow,Fitness,Yoga,Instagram,18000.0,14.1,2538,155,"yoga,glow,skin,wellness,india",0.02,Low,Pune India,Photos,150.0,True,Female,
317,Gym Rats,Fitness,Bodybuilding,YouTube,15000.0,13.5,2025,130,"bodybuilding,gym,rats,funny,india",0.03,Low,Delhi India,Vlogs,120.0,True,Male,
318,Travel Cheap,Lifestyle,Travel,Instagram,22000.0,11.8,2596,150,"travel,cheap,hacks,india,budget",0.02,Low,Bangalore India,Reels,180.0,True,Male,
319,Code Daily,Tech,Software development,Twitter,31000.0,10.5,3255,165,"coding,daily,tips,javascript,tech",0.02,Low,USA,Tweets,250.0,True,Male,
320,Healthy Mind,Lifestyle,Minimalism,Instagram,8000.0,16.2,1296,110,"minimalism,mind,peace,wellness,tech",0.02,Low,UK,Photos,60.0,True,Female,
321,Street Style,Fashion,Streetwear,Instagram,120000.0,6.5,7800,240,"streetwear,style,nyc,urban,menswear",0.04,Low,USA,Photos,950.0,True,Male,
322,Indian Saree,Fashion,Ethnic wear,Instagram,450000.0,4.8,21600,520,"ethnic,saree,india,traditional,fashion",0.05,Low,Kolkata India,Photos,2800.0,True,Male,
323,Luxury Watch,Fashion,Luxury fashion,YouTube,9640000.0,1.66,69920,5811,"luxury,watch,rolex,collector,premium",0.05,Low,Switzerland,Reviews,3800.0,True,Female,
324,Eco Fashion,Fashion,Sustainable fashion,Instagram,52000.0,8.5,4420,180,"sustainable,eco,fashion,vintage,green",0.03,Low,USA,Photos,450.0,True,Male,
325,IPL King,Sports,Cricket,Instagram,1500000.0,4.5,67500,1500,"cricket,ipl,india,sports,fan",0.06,Low,Chennai India,Photos,5500.0,True,Male,
326,Soccer Skills,Sports,Football,YouTube,3100000.0,4.2,130200,3200,"football,soccer,skills,tutorial,sports",0.05,Low,UK,Tutorials,11000.0,True,Male,
327,Gym Beast,Sports,Fitness training,Instagram,180000.0,6.8,12240,320,"fitness,gym,beast,motivation,india",0.04,Low,Mumbai India,Reels,1200.0,True,Male,
328,Adrenaline,Sports,Outdoor adventure,YouTube,580000.0,5.1,29580,750,"adventure,adrenaline,extreme,sports,outdoor",0.05,Low,USA,Vlogs,3500.0,True,Male,
329,Smartphone Lab,Tech,Smartphones,YouTube,920000.0,5.3,48760,1100,"tech,smartphones,lab,test,review",0.04,Low,India,Reviews,3500.0,True,Male,
330,AI Today,Tech,AI/ML,Twitter,120000.0,6.2,7440,250,"ai,ml,news,tech,future",0.03,Low,USA,Tweets,950.0,True,Female,
331,Gamer Zone,Tech,Gaming,YouTube,10500000.0,3.8,399000,9500,"gaming,pc,esports,india,battlegrounds",0.07,Low,India,Gaming,24000.0,True,Male,
332,Coding Hub,Tech,Software development,YouTube,1750000.0,5.1,89250,2100,"programming,coding,hub,tutorial,tech",0.04,Low,USA,Tutorials,8500.0,True,Male,
333,Solo Traveler,Lifestyle,Travel,Instagram,45000.0,8.2,3690,140,"travel,solo,india,vlog,adventure",0.03,Low,Delhi India,Reels,350.0,True,Male,
334,Foodie India,Lifestyle,Food,YouTube,750000.0,5.5,41250,950,"food,india,streetfood,review,eat",0.05,Low,Mumbai India,Reviews,2800.0,True,Male,
335,Daily Dose,Lifestyle,Daily vlogging,YouTube,3200000.0,3.9,124800,3100,"vlog,daily,dose,life,india",0.06,Low,Delhi India,Vlogs,8500.0,True,Female,
336,Mindful Life,Lifestyle,Minimalism,Instagram,120000.0,7.1,8520,240,"minimalism,mindful,life,clean,design",0.03,Low,USA,Photos,950.0,True,Male,
337,Yoga Vibes,Fitness,Yoga,YouTube,450000.0,5.4,24300,650,"yoga,vibes,wellness,health,india",0.04,Low,Rishikesh India,Tutorials,2400.0,True,Female,
338,Body Builder,Fitness,Bodybuilding,Instagram,1500000.0,3.8,57000,1400,"bodybuilding,gym,india,muscle,motivation",0.06,Low,Delhi India,Photos,5500.0,True,Female,
339,Home Fit,Fitness,Home workouts,YouTube,2300000.0,4.2,96600,2400,"fitness,home,fit,workout,training",0.05,Low,USA,Tutorials,8500.0,True,Male,
340,Health Nut,Fitness,Nutrition,Instagram,120000.0,6.2,7440,210,"nutrition,health,nut,diet,wellness",0.04,Low,UK,Photos,950.0,True,Male,
341,Style Icon,Fashion,Streetwear,Instagram,35000.0,8.8,3080,115,"streetwear,icon,style,india,fashion",0.03,Low,Mumbai India,Photos,280.0,True,Male,
342,Royal Ethnic,Fashion,Ethnic wear,Instagram,45000.0,7.5,3375,120,"ethnic,royal,india,traditional,fashion",0.04,Low,Delhi India,Photos,350.0,True,Male,
343,Luxe Life,Fashion,Luxury fashion,YouTube,12000.0,15.5,1860,110,"luxury,luxe,life,premium,tech",0.02,Low,Dubai UAE,Vlogs,100.0,True,Male,
344,Green Fashion,Fashion,Sustainable fashion,Instagram,28000.0,10.8,3024,140,"sustainable,green,fashion,eco,green",0.03,Low,Canada,Photos,220.0,True,Male,
345,Cricket Talk,Sports,Cricket,YouTube,15000.0,12.2,1830,115,"cricket,talk,india,ipl,analysis",0.03,Low,India,Vlogs,120.0,True,Male,
346,Soccer Star,Sports,Football,Instagram,31000.0,9.2,2852,130,"football,soccer,star,india,skills",0.04,Low,Goa India,Reels,180.0,True,Male,
347,Active Living,Sports,Fitness training,YouTube,52000.0,8.5,4420,180,"fitness,active,living,india,training",0.03,Low,Pune India,Tutorials,450.0,True,Male,
348,Wild Adventurer,Sports,Outdoor adventure,Instagram,18000.0,13.8,2484,145,"adventure,wild,nature,india,outdoor",0.02,Low,Assam India,Photos,150.0,True,Male,
349,Tech Reviewer,Tech,Smartphones,Twitter,45000.0,8.1,3645,150,"tech,review,smartphone,india,gadgets",0.03,Low,India,Tweets,350.0,True,Male,
350,AI Insights,Tech,AI/ML,LinkedIn,12000.0,14.5,1740,115,"ai,insights,ml,tech,future",0.02,Low,USA,Articles,100.0,True,Female,
351,Gamer Pro,Tech,Gaming,YouTube,115000.0,3.83,273,48,"gaming,pro,pc,esports,india",0.05,Low,Mumbai India,Gaming,2400.0,True,Male,
352,Code Master,Tech,Software development,YouTube,920000.0,4.8,44160,1100,"programming,code,master,tutorial,tech",0.04,Low,USA,Tutorials,3500.0,True,Male,
353,Global Nomad,Lifestyle,Travel,Instagram,15000.0,12.2,1830,105,"travel,global,nomad,vlog,adventure",0.03,Low,Thailand,Reels,120.0,True,Male,
354,Veggie Kitchen,Lifestyle,Food,YouTube,28000.0,11.5,3220,140,"food,veggie,kitchen,recipe,india",0.03,Low,Delhi India,Tutorials,220.0,True,Male,
355,Life In City,Lifestyle,Daily vlogging,Instagram,18000.0,13.4,2412,130,"vlog,city,life,mumbai,daily",0.02,Low,Mumbai India,Reels,150.0,True,Male,
356,Simple Living,Lifestyle,Minimalism,YouTube,12000.0,14.2,1704,115,"minimalism,simple,living,india,wellness",0.02,Low,Pune India,Vlogs,100.0,True,Male,
357,Yoga Path,Fitness,Yoga,Instagram,45000.0,9.1,4095,180,"yoga,path,peace,wellness,india",0.03,Low,Rishikesh India,Photos,350.0,True,Female,
358,Iron Will,Fitness,Bodybuilding,YouTube,52000.0,8.8,4576,210,"bodybuilding,gym,iron,will,india",0.03,Low,Delhi India,Tutorials,450.0,True,Male,
359,Nutritionist Pro,Fitness,Nutrition,Instagram,31000.0,10.5,3255,145,"nutrition,health,diet,india,wellness",0.02,Low,Mumbai India,Photos,180.0,True,Male,
360,Workout At Home,Fitness,Home workouts,YouTube,18000.0,13.2,2376,150,"fitness,home,workout,india,training",0.02,Low,Bangalore India,Tutorials,150.0,True,Male,
361,Hype Street,Fashion,Streetwear,Instagram,15000.0,12.8,1920,110,"streetwear,hype,india,style,urban",0.03,Low,Delhi India,Photos,120.0,True,Male,
362,Ethnic Vibes,Fashion,Ethnic wear,YouTube,22000.0,11.5,2530,140,"ethnic,vibes,india,traditional,fashion",0.03,Low,Mumbai India,Vlogs,180.0,True,Male,
363,Luxury Spot,Fashion,Luxury fashion,Instagram,12000.0,14.8,1776,120,"luxury,spot,premium,lifestyle,tech",0.02,Low,Dubai UAE,Photos,100.0,True,Female,
364,Pure Fashion,Fashion,Sustainable fashion,YouTube,28000.0,11.2,3136,150,"sustainable,pure,fashion,eco,green",0.03,Low,USA,Vlogs,220.0,True,Male,
365,Cricket Fanatic,Sports,Cricket,Instagram,12000.0,15.2,1824,115,"cricket,fan,india,ipl,sports",0.03,Low,India,Photos,100.0,True,Male,
366,Soccer Skills Pro,Sports,Football,YouTube,35000.0,10.5,3675,180,"football,soccer,skills,tutorial,sports",0.03,Low,UK,Tutorials,280.0,True,Male,
367,Fitness Coach,Sports,Fitness training,Instagram,45000.0,9.5,4275,190,"fitness,coach,training,india,workout",0.03,Low,Mumbai India,Reels,350.0,True,Male,
368,Mountain Guide,Sports,Outdoor adventure,YouTube,52000.0,8.2,4264,210,"adventure,mountain,guide,outdoor,climb",0.03,Low,USA,Vlogs,450.0,True,Male,
369,Tech Wizard,Tech,Smartphones,Instagram,18000.0,13.8,2484,155,"tech,wizard,smartphone,india,gadgets",0.02,Low,Delhi India,Reels,150.0,True,Male,
370,AI Lab,Tech,AI/ML,YouTube,12000.0,14.5,1740,130,"ai,lab,ml,tech,future",0.02,Low,USA,Education,100.0,True,Female,
371,Gamer Hub,Tech,Gaming,Instagram,28000.0,12.1,3388,165,"gaming,hub,india,battlegrounds,mobile",0.03,Low,Mumbai India,Reels,220.0,True,Male,
372,Coding Camp,Tech,Software development,YouTube,15000.0,13.4,2010,145,"programming,coding,camp,tutorial,tech",0.02,Low,India,Tutorials,120.0,True,Male,
373,World Explorer,Lifestyle,Travel,Instagram,31000.0,11.2,3472,180,"travel,world,explore,adventure,vlog",0.03,Low,Global,Photos,180.0,True,Male,
374,Tasty Recipes,Lifestyle,Food,YouTube,45000.0,9.8,4410,210,"food,recipe,tasty,cooking,india",0.03,Low,Delhi India,Tutorials,350.0,True,Female,
375,Daily Vlog Pro,Lifestyle,Daily vlogging,Instagram,52000.0,8.5,4420,240,"vlog,daily,life,india,routine",0.04,Low,Mumbai India,Reels,450.0,True,Female,
376,Simple Mind,Lifestyle,Minimalism,YouTube,18000.0,13.5,2430,165,"minimalism,simple,mind,india,wellness",0.02,Low,Pune India,Vlogs,150.0,True,Male,
377,Yoga Flow Pro,Fitness,Yoga,Instagram,12000.0,14.8,1776,150,"yoga,flow,wellness,india,health",0.02,Low,Rishikesh India,Photos,100.0,True,Female,
378,Muscle Mind,Fitness,Bodybuilding,YouTube,28000.0,11.5,3220,180,"bodybuilding,muscle,mind,gym,india",0.03,Low,Delhi India,Tutorials,220.0,True,Male,
379,Healthy Diet,Fitness,Nutrition,Instagram,15000.0,12.8,1920,155,"nutrition,health,diet,india,wellness",0.02,Low,Mumbai India,Photos,120.0,True,Female,
380,Home Gym Pro,Fitness,Home workouts,YouTube,31000.0,10.2,3162,185,"fitness,home,gym,workout,india",0.03,Low,Bangalore India,Tutorials,180.0,True,Male,
381,Style Guide,Fashion,Streetwear,Instagram,45000.0,8.8,3960,210,"streetwear,guide,style,india,fashion",0.03,Low,Delhi India,Photos,350.0,True,Male,
382,Traditional Wear,Fashion,Ethnic wear,YouTube,52000.0,8.5,4420,240,"ethnic,traditional,india,fashion,saree",0.04,Low,Mumbai India,Vlogs,450.0,True,Male,
383,Luxury Vlogs,Fashion,Luxury fashion,Instagram,18000.0,13.2,2376,165,"luxury,vlog,premium,lifestyle,tech",0.02,Low,Dubai UAE,Reels,150.0,True,Female,
384,Slow Fashion,Fashion,Sustainable fashion,YouTube,12000.0,14.5,1740,150,"sustainable,slow,fashion,eco,green",0.02,Low,USA,Vlogs,100.0,True,Male,
385,Cricket News,Sports,Cricket,Instagram,28000.0,12.1,3388,180,"cricket,news,india,ipl,sports",0.03,Low,India,Photos,220.0,True,Male,
386,Soccer Skills Hub,Sports,Football,YouTube,15000.0,13.4,2010,145,"football,soccer,skills,tutorial,sports",0.02,Low,UK,Tutorials,120.0,True,Male,
387,Fitness Motivation,Sports,Fitness training,Instagram,31000.0,11.2,3472,180,"fitness,motivation,training,india,workout",0.03,Low,Mumbai India,Reels,180.0,True,Male,
388,Outdoor Life,Sports,Outdoor adventure,YouTube,45000.0,9.8,4410,210,"adventure,outdoor,life,nature,climb",0.03,Low,USA,Vlogs,350.0,True,Male,
389,Tech Review Pro,Tech,Smartphones,Instagram,52000.0,8.5,4420,240,"tech,review,pro,smartphone,gadgets",0.04,Low,Delhi India,Reels,450.0,True,Male,
390,AI Future,Tech,AI/ML,YouTube,18000.0,13.5,2430,165,"ai,future,ml,tech,science",0.02,Low,USA,Education,150.0,True,Female,
391,Gaming World,Tech,Gaming,Instagram,12000.0,14.8,1776,150,"gaming,world,india,esports,mobile",0.02,Low,Mumbai India,Reels,100.0,True,Male,
392,Code Academy,Tech,Software development,YouTube,28000.0,11.5,3220,180,"programming,code,academy,tutorial,tech",0.03,Low,India,Tutorials,220.0,True,Male,
393,Travel Blog,Lifestyle,Travel,Instagram,15000.0,12.8,1920,155,"travel,blog,world,explore,adventure",0.02,Low,Global,Photos,120.0,True,Male,
394,Cooking Show,Lifestyle,Food,YouTube,31000.0,10.2,3162,185,"food,recipe,show,cooking,india",0.03,Low,Delhi India,Tutorials,180.0,True,Male,
395,Vlog Life,Lifestyle,Daily vlogging,Instagram,45000.0,8.8,3960,210,"vlog,life,daily,india,routine",0.03,Low,Mumbai India,Reels,350.0,True,Male,
396,Mindful Living,Lifestyle,Minimalism,YouTube,52000.0,8.5,4420,240,"minimalism,mindful,living,india,wellness",0.04,Low,Pune India,Vlogs,450.0,True,Male,
397,Yoga Spirit,Fitness,Yoga,Instagram,18000.0,13.2,2376,165,"yoga,spirit,wellness,india,health",0.02,Low,Rishikesh India,Photos,150.0,True,Female,
398,Gym Life,Fitness,Bodybuilding,YouTube,12000.0,14.5,1740,150,"bodybuilding,gym,life,muscle,india",0.02,Low,Delhi India,Tutorials,100.0,True,Male,
399,Healthy Eating,Fitness,Nutrition,Instagram,28000.0,12.1,3388,180,"nutrition,health,eating,india,wellness",0.03,Low,Mumbai India,Photos,220.0,True,Female,
400,Workout Pro,Fitness,Home workouts,YouTube,15000.0,13.4,2010,145,"fitness,workout,pro,india,training",0.02,Low,Bangalore India,Tutorials,120.0,True,Male,
401,Fashion Sustainability 101,Fashion,Sustainable fashion,YouTube,0.0,3.45,0,0,"Welcome to Sustainable Fashion 101, your definitive resource for ethical and eco-conscious fashion and lifestyle. Our mission is to educate and inspire our audience to build a more sustainable wardrob",0.05,,Global,Videos,500.0,True,Unknown,Low
402,SS FASHION,Fashion,Sustainable fashion,YouTube,380.0,1.07,7,0,"Hi! Everyone..

Andariki namaskaram🙏

Welcome to my channel!! 

Kanchi, ikkath, tissue, benaras, kota, pochampally, darmavaram, uppada, kuppadam pattu,work and fancy all type of sarees and dresses, dr",0.05,,Global,Videos,500.0,True,Unknown,Low
403,Eco-Stylist,Fashion,Sustainable fashion,YouTube,853.0,4.16,8,1,"Fast fashion is the problem. We’re here to show you a better way.

Eco-Stylist is your guide to sustainable fashion—helping you find ethical clothing brands, avoid greenwashing, and build a wardrobe t",0.05,,Global,Videos,500.0,True,Unknown,Low
404,Beauty and fashion in india,Fashion,Ethnic wear,YouTube,130000.0,1.92,148,13,"Hello everyone

Welcome to my channel beauty and fashion in india.

About channel
My channel is all about selling women ethnic wear ,dress hauls, reviews, fashion and vlogs etc.

If you like my videos",0.05,,India,Videos,500.0,True,Female,Low
405,Dress up ethnic,Fashion,Ethnic wear,YouTube,56900.0,1.42,207,17,"Dress Up fashion Studio 
Main Road, Opposite Old Zeenath,Kottakkal
Malappuram, Kerala
Follow us on instagram @dressup.ethnic
Website : www.dressupfashion.in

*Online orders only through our website",0.05,,India,Videos,500.0,True,Female,Low
406,DEVIYAANA ethnics,Fashion,Ethnic wear,YouTube,15600.0,3.05,120,1,"A complete women ethnic wear brand ♡´･ᴗ･`♡

Beautiful collection of Sarees & Suit at lowest price. 

Daily live at afternoon and night 🔴

Booking no. - 9752574775 / 9752395971

SS Avenue, Shop no.3, K",0.05,,India,Videos,500.0,True,Female,Low
407,mixednup fashion,Fashion,Ethnic wear,YouTube,47500.0,0.36,2,0,"✨ Welcome to Mixednup Fashion ✨
Discover the world of fashion hauls, Indian ethnic wear try-ons, and styling tips! From elegant sarees, lehengas, kurtis, salwar suits, and Indo-western outfits, we bri",0.05,,India,Videos,500.0,True,Female,Low
408,Rashmi Singh,Fashion,Ethnic wear,YouTube,201000.0,2.75,70,11,"This channel is all about Makeup Tutorial, Product review, Fashion Blogging, Haul Videos, Online shopping reviews, clothing reviews, How to style, fashion tutorial etc...

For Enquiry Mail Yo: chinmay",0.05,,India,Videos,500.0,True,Female,Low
409,Ethnicroop Review,Fashion,Ethnic wear,YouTube,1740.0,2.21,53,0,"Do you want to look like your celebrity ?
Do You want to dress yourself just like celebrity ?
Do You want to Flaunt like a celebrity ?
Do you want to be fashion Diva ?
One answer for every question. E",0.05,,India,Videos,500.0,True,Female,Low
410,Ganga Fashions - Indian Ethnic Wear for Women,Fashion,Ethnic wear,YouTube,69600.0,1.98,5269,5,"Ganga Fashions Pvt. Ltd. is a trusted fashion brand for more than 20 years in the fashion market that focuses on ethnic designer apparel, while revolutionizing the world of textiles. 

Our exclusive c",0.05,,India,Videos,500.0,True,Female,Low
411,Mrs rajee's fashion,Fashion,Ethnic wear,YouTube,53.0,4.6,33,2,"Welcome to mrs rajee's fashion – your go-to channel for honest fashion reviews, outfit hauls, styling tips, and trend breakdowns! Whether you're looking for budget-friendly ethnic wear, western outfit",0.05,,India,Videos,500.0,True,Female,Low
412,MobileReviewsEh,Tech,Smartphones,YouTube,528000.0,2.3,766,47,"I'm a reviewer, not an influencer. I've never done a sponsored post. Every product I review, I buy myself, test and give you my honest feedback about it. 

If you have a product that you want us to re",0.05,,India,Videos,9741.6,True,Female,Low
413,MobileTechReview,Tech,Smartphones,YouTube,969000.0,4.84,1493,148,"Lisa Gade from MobileTechReview brings you video reviews of the latest mobile technology: smartphones, Android tablets, Windows tablets, Ultrabooks, Convertible laptops, cameras, iPhone and iPad relat",0.05,,India,Videos,21569.94,True,Female,Low
414,Tech Spurt,Tech,Smartphones,YouTube,1370000.0,2.94,868,109,"Expect in-depth tech reviews, comparisons, unboxings and hands-on features with fresh new UK smartphones, laptops, wearables, apps and other new gadgets.

With over 20 years of experience reviewing te",0.05,,India,Videos,26591.7,True,Female,Low
415,Prasadtechintelugu,Tech,Smartphones,YouTube,5090000.0,4.61,9503,246,"Technology , Smartphone Reviews , Unboxing Gadgets , Electronics , Gadget Reviews, Tech videos, Tech Q&A , Technews
Welcome to prasadtechintelugu - Telugu technology channel where you get to see tech ",0.05,,India,Videos,50000.0,True,Female,Low
416,Myanmar Mobile Phones & Tech Review,Tech,Smartphones,YouTube,183000.0,4.61,160,11,"Product unboxing, tips & tricks and reviews of mobile phones in Burmese Language.

Contact Us : myanmarmobilephonesreview@gmail.com

With Loves from Myanmar",0.05,,India,Videos,4010.45,True,Female,Low
417,Gyan Therapy,Tech,Smartphones,YouTube,4130000.0,3.72,12462,728,"We present tech products in simple & easy-to-understand language. Our goal is to provide tech-related information and help people make informed buying decisions. As the owner of Gyan Therapy, I take p",0.05,,India,Videos,50000.0,True,Female,Low
418,"AI, ML, SWE, Tech Expert ",Tech,AI/ML,YouTube,1620.0,2.34,8,1,"Educational Videos about Artificial Intelligence, Machine Learning, Software Engineering, Numerical Analysis, etc.

Focus on theory as well as implementation.
Watch the best videos on machine learning",0.05,,India,Videos,50.0,True,Female,Low
419,Tech Edge AI-ML,Tech,AI/ML,YouTube,1710.0,2.76,18,1,"Welcome to TechEdge, your go-to hub for cutting-edge innovations in AI, machine learning, robotics, and futuristic tech. In a world changing at the speed of light, we bring you crisp, insightful conte",0.05,,India,Videos,50.0,True,Female,Low
420,Tech@AI-Info,Tech,AI/ML,YouTube,392.0,0.35,0,0,"""Welcome! I'm Abinash, and after a decade in the IT industry—specializing in Machine Learning, AI Programming, and Data Engineering—I'm channeling my experience as an educator and mentor right here on",0.05,,India,Videos,50.0,True,Female,Low
421,Logicmojo,Tech,AI/ML,YouTube,9080.0,2.41,253,28,"🎯 Are you aiming for a career in a top tech company? 
🎯 Do you want to crack those tricky coding interviews and land your dream job? 
Look no further than Logicmojo! Our comprehensive online courses c",0.05,,India,Videos,169.02,True,Female,Low
